Driver,AvgRaceLapTime,ReadableAvgLap,PitStopCount,QualiPosition,FinalPosition,AirTemp,TrackTemp,Humidity,GP,Year,AvgQualifyingPosition,AvgFinishingPosition,Year_x,Year_y
ZHO,101.36401785714284,1:41.364,3.0,13.0,16.0,27.43,31.01,21.5,Bahrain Grand Prix,2023.0,13.666666666666666,14.833333333333334,,
ALB,100.94432,1:40.944,1.0,17.0,19.0,26.09,31.79,57.79,Saudi Arabian Grand Prix,2023.0,16.0,14.25,,
ALO,94.835875,1:34.835,1.0,3.0,3.0,26.09,31.79,57.79,Saudi Arabian Grand Prix,2023.0,10.06060606060606,10.181818181818182,,
BOT,99.02766666666668,1:39.027,3.0,14.0,18.0,26.09,31.79,57.79,Saudi Arabian Grand Prix,2023.0,5.96969696969697,8.696969696969697,,
GAS,97.53079591836736,1:37.530,1.0,10.0,9.0,26.09,31.79,57.79,Saudi Arabian Grand Prix,2023.0,8.575757575757576,11.242424242424242,,
HAM,95.643625,1:35.643,1.0,8.0,5.0,26.09,31.79,57.79,Saudi Arabian Grand Prix,2023.0,3.9696969696969697,4.181818181818182,,
HUL,98.90964,1:38.909,1.0,11.0,12.0,26.09,31.79,57.79,Saudi Arabian Grand Prix,2023.0,17.5,14.5,,
LEC,97.243,1:37.243,1.0,2.0,7.0,26.09,31.79,57.79,Saudi Arabian Grand Prix,2023.0,5.242424242424242,6.909090909090909,,
MAG,98.7944,1:38.794,1.0,13.0,10.0,26.09,31.79,57.79,Saudi Arabian Grand Prix,2023.0,12.166666666666666,12.75,,
NOR,99.22678,1:39.226,2.0,19.0,17.0,26.09,31.79,57.79,Saudi Arabian Grand Prix,2023.0,7.363636363636363,7.575757575757576,,
OCO,97.4653469387755,1:37.465,1.0,7.0,8.0,26.09,31.79,57.79,Saudi Arabian Grand Prix,2023.0,11.757575757575758,10.818181818181818,,
PER,94.24502083333334,1:34.245,1.0,1.0,1.0,26.09,31.79,57.79,Saudi Arabian Grand Prix,2023.0,5.7272727272727275,6.0606060606060606,,
RUS,95.16035416666666,1:35.160,1.0,4.0,4.0,26.09,31.79,57.79,Saudi Arabian Grand Prix,2023.0,10.636363636363637,10.909090909090908,,
SAI,97.04638775510205,1:37.046,1.0,5.0,6.0,26.09,31.79,57.79,Saudi Arabian Grand Prix,2023.0,6.2727272727272725,7.181818181818182,,
STR,97.324,1:37.323,1.0,6.0,20.0,26.09,31.79,57.79,Saudi Arabian Grand Prix,2023.0,14.575757575757576,12.212121212121213,,
TSU,97.75483673469388,1:37.754,1.0,16.0,11.0,26.09,31.79,57.79,Saudi Arabian Grand Prix,2023.0,13.21875,13.09375,,
VER,94.92664583333334,1:34.926,1.0,15.0,2.0,26.09,31.79,57.79,Saudi Arabian Grand Prix,2023.0,2.6666666666666665,4.545454545454546,,
ZHO,99.01908,1:39.019,2.0,12.0,13.0,26.09,31.79,57.79,Saudi Arabian Grand Prix,2023.0,13.666666666666666,14.833333333333334,,
ALO,85.77373076923078,1:25.773,3.0,4.0,3.0,17.45,30.14,54.16,Australian Grand Prix,2023.0,10.06060606060606,10.181818181818182,,
BOT,87.86484313725491,1:27.864,7.0,19.0,11.0,17.45,30.14,54.16,Australian Grand Prix,2023.0,5.96969696969697,8.696969696969697,,
GAS,86.08175,1:26.081,2.0,9.0,13.0,17.45,30.14,54.16,Australian Grand Prix,2023.0,8.575757575757576,11.242424242424242,,
HAM,87.48888679245283,1:27.488,3.0,3.0,2.0,17.45,30.14,54.16,Australian Grand Prix,2023.0,3.9696969696969697,4.181818181818182,,
HUL,86.52936538461539,1:26.529,3.0,10.0,7.0,17.45,30.14,54.16,Australian Grand Prix,2023.0,17.5,14.5,,
MAG,87.23292,1:27.232,2.0,14.0,17.0,17.45,30.14,54.16,Australian Grand Prix,2023.0,12.166666666666666,12.75,,
NOR,86.56167307692309,1:26.561,3.0,13.0,6.0,17.45,30.14,54.16,Australian Grand Prix,2023.0,7.363636363636363,7.575757575757576,,
OCO,86.74915384615385,1:26.749,3.0,11.0,14.0,17.45,30.14,54.16,Australian Grand Prix,2023.0,11.757575757575758,10.818181818181818,,
PER,86.38034615384616,1:26.380,6.0,20.0,5.0,17.45,30.14,54.16,Australian Grand Prix,2023.0,5.7272727272727275,6.0606060606060606,,
RUS,93.6108,1:33.610,2.0,2.0,18.0,17.45,30.14,54.16,Australian Grand Prix,2023.0,10.636363636363637,10.909090909090908,,
SAI,86.09380769230769,1:26.093,4.0,5.0,12.0,17.45,30.14,54.16,Australian Grand Prix,2023.0,6.2727272727272725,7.181818181818182,,
STR,86.12126923076923,1:26.121,3.0,6.0,4.0,17.45,30.14,54.16,Australian Grand Prix,2023.0,14.575757575757576,12.212121212121213,,
TSU,87.79834615384615,1:27.798,4.0,12.0,10.0,17.45,30.14,54.16,Australian Grand Prix,2023.0,13.21875,13.09375,,
VER,85.46938461538463,1:25.469,3.0,1.0,1.0,17.45,30.14,54.16,Australian Grand Prix,2023.0,2.6666666666666665,4.545454545454546,,
ZHO,87.85013461538462,1:27.850,5.0,17.0,9.0,17.45,30.14,54.16,Australian Grand Prix,2023.0,13.666666666666666,14.833333333333334,,
ALB,110.80507843137256,1:50.805,1.0,13.0,12.0,24.86,41.21,49.22,Azerbaijan Grand Prix,2023.0,16.0,14.25,,
ALO,107.28244897959183,1:47.282,1.0,6.0,4.0,24.86,41.21,49.22,Azerbaijan Grand Prix,2023.0,10.06060606060606,10.181818181818182,,
BOT,110.794306122449,1:50.794,3.0,14.0,18.0,24.86,41.21,49.22,Azerbaijan Grand Prix,2023.0,5.96969696969697,8.696969696969697,,
GAS,110.85819607843138,1:50.858,2.0,19.0,14.0,24.86,41.21,49.22,Azerbaijan Grand Prix,2023.0,8.575757575757576,11.242424242424242,,
HAM,109.08368,1:49.083,1.0,5.0,6.0,24.86,41.21,49.22,Azerbaijan Grand Prix,2023.0,3.9696969696969697,4.181818181818182,,
HUL,109.71264583333334,1:49.712,2.0,17.0,17.0,24.86,41.21,49.22,Azerbaijan Grand Prix,2023.0,17.5,14.5,,
LEC,107.07857142857144,1:47.078,1.0,1.0,3.0,24.86,41.21,49.22,Azerbaijan Grand Prix,2023.0,5.242424242424242,6.909090909090909,,
MAG,109.52422,1:49.524,1.0,18.0,13.0,24.86,41.21,49.22,Azerbaijan Grand Prix,2023.0,12.166666666666666,12.75,,
NOR,109.7893,1:49.789,1.0,7.0,9.0,24.86,41.21,49.22,Azerbaijan Grand Prix,2023.0,7.363636363636363,7.575757575757576,,
OCO,109.25804081632654,1:49.258,2.0,12.0,15.0,24.86,41.21,49.22,Azerbaijan Grand Prix,2023.0,11.757575757575758,10.818181818181818,,
PER,106.54489795918369,1:46.544,1.0,3.0,1.0,24.86,41.21,49.22,Azerbaijan Grand Prix,2023.0,5.7272727272727275,6.0606060606060606,,
RUS,107.59704166666668,1:47.597,2.0,11.0,8.0,24.86,41.21,49.22,Azerbaijan Grand Prix,2023.0,10.636363636363637,10.909090909090908,,
SAI,106.84575,1:46.845,1.0,4.0,5.0,24.86,41.21,49.22,Azerbaijan Grand Prix,2023.0,6.2727272727272725,7.181818181818182,,
STR,107.0551875,1:47.055,1.0,9.0,7.0,24.86,41.21,49.22,Azerbaijan Grand Prix,2023.0,14.575757575757576,12.212121212121213,,
TSU,109.88802,1:49.888,1.0,8.0,10.0,24.86,41.21,49.22,Azerbaijan Grand Prix,2023.0,13.21875,13.09375,,
VER,105.89039583333334,1:45.890,1.0,2.0,2.0,24.86,41.21,49.22,Azerbaijan Grand Prix,2023.0,2.6666666666666665,4.545454545454546,,
ZHO,110.37823529411764,1:50.378,1.0,16.0,19.0,24.86,41.21,49.22,Azerbaijan Grand Prix,2023.0,13.666666666666666,14.833333333333334,,
ALB,93.5281052631579,1:33.528,1.0,11.0,14.0,27.12,36.69,59.43,Miami Grand Prix,2023.0,16.0,14.25,,
ALO,92.71133333333334,1:32.711,1.0,2.0,3.0,27.12,36.69,59.43,Miami Grand Prix,2023.0,10.06060606060606,10.181818181818182,,
BOT,93.50663157894736,1:33.506,1.0,10.0,13.0,27.12,36.69,59.43,Miami Grand Prix,2023.0,5.96969696969697,8.696969696969697,,
GAS,93.22650877192984,1:33.226,1.0,5.0,8.0,27.12,36.69,59.43,Miami Grand Prix,2023.0,8.575757575757576,11.242424242424242,,
HAM,93.14894736842103,1:33.148,1.0,13.0,6.0,27.12,36.69,59.43,Miami Grand Prix,2023.0,3.9696969696969697,4.181818181818182,,
HUL,93.5647543859649,1:33.564,1.0,12.0,15.0,27.12,36.69,59.43,Miami Grand Prix,2023.0,17.5,14.5,,
LEC,93.17945614035088,1:33.179,1.0,7.0,7.0,27.12,36.69,59.43,Miami Grand Prix,2023.0,5.242424242424242,6.909090909090909,,
MAG,93.3541403508772,1:33.354,1.0,4.0,10.0,27.12,36.69,59.43,Miami Grand Prix,2023.0,12.166666666666666,12.75,,
NOR,93.78873684210524,1:33.788,1.0,16.0,17.0,27.12,36.69,59.43,Miami Grand Prix,2023.0,7.363636363636363,7.575757575757576,,
OCO,93.26954385964912,1:33.269,1.0,8.0,9.0,27.12,36.69,59.43,Miami Grand Prix,2023.0,11.757575757575758,10.818181818181818,,
PER,92.34429824561404,1:32.344,1.0,1.0,2.0,27.12,36.69,59.43,Miami Grand Prix,2023.0,5.7272727272727275,6.0606060606060606,,
RUS,92.83280701754389,1:32.832,1.0,6.0,4.0,27.12,36.69,59.43,Miami Grand Prix,2023.0,10.636363636363637,10.909090909090908,,
SAI,92.9079298245614,1:32.907,1.0,3.0,5.0,27.12,36.69,59.43,Miami Grand Prix,2023.0,6.2727272727272725,7.181818181818182,,
STR,93.38587719298243,1:33.385,1.0,18.0,12.0,27.12,36.69,59.43,Miami Grand Prix,2023.0,14.575757575757576,12.212121212121213,,
TSU,93.3780701754386,1:33.378,1.0,17.0,11.0,27.12,36.69,59.43,Miami Grand Prix,2023.0,13.21875,13.09375,,
VER,92.24984210526316,1:32.249,1.0,9.0,1.0,27.12,36.69,59.43,Miami Grand Prix,2023.0,2.6666666666666665,4.545454545454546,,
ZHO,93.62598245614036,1:33.625,1.0,14.0,16.0,27.12,36.69,59.43,Miami Grand Prix,2023.0,13.666666666666666,14.833333333333334,,
ALB,85.8596103896104,1:25.859,2.0,13.0,14.0,25.07,39.26,45.86,Monaco Grand Prix,2023.0,16.0,14.25,,
ALO,84.10129487179486,1:24.101,2.0,2.0,2.0,25.07,39.26,45.86,Monaco Grand Prix,2023.0,10.06060606060606,10.181818181818182,,
BOT,85.20705194805196,1:25.207,1.0,15.0,11.0,25.07,39.26,45.86,Monaco Grand Prix,2023.0,5.96969696969697,8.696969696969697,,
GAS,84.54284615384616,1:24.542,2.0,7.0,7.0,25.07,39.26,45.86,Monaco Grand Prix,2023.0,8.575757575757576,11.242424242424242,,
HAM,84.2441282051282,1:24.244,2.0,6.0,4.0,25.07,39.26,45.86,Monaco Grand Prix,2023.0,3.9696969696969697,4.181818181818182,,
HUL,86.58534210526315,1:26.585,3.0,18.0,17.0,25.07,39.26,45.86,Monaco Grand Prix,2023.0,17.5,14.5,,
LEC,84.53679487179487,1:24.536,2.0,3.0,6.0,25.07,39.26,45.86,Monaco Grand Prix,2023.0,5.242424242424242,6.909090909090909,,
MAG,86.44544927536232,1:26.445,1.0,17.0,19.0,25.07,39.26,45.86,Monaco Grand Prix,2023.0,12.166666666666666,12.75,,
NOR,84.88364935064935,1:24.883,2.0,10.0,9.0,25.07,39.26,45.86,Monaco Grand Prix,2023.0,7.363636363636363,7.575757575757576,,
OCO,84.21756410256411,1:24.217,2.0,4.0,3.0,25.07,39.26,45.86,Monaco Grand Prix,2023.0,11.757575757575758,10.818181818181818,,
PER,86.59215789473684,1:26.592,5.0,20.0,16.0,25.07,39.26,45.86,Monaco Grand Prix,2023.0,5.7272727272727275,6.0606060606060606,,
RUS,84.40082051282052,1:24.400,1.0,8.0,5.0,25.07,39.26,45.86,Monaco Grand Prix,2023.0,10.636363636363637,10.909090909090908,,
SAI,84.55603846153846,1:24.556,2.0,5.0,8.0,25.07,39.26,45.86,Monaco Grand Prix,2023.0,6.2727272727272725,7.181818181818182,,
STR,80.78247169811321,1:20.782,1.0,14.0,20.0,25.07,39.26,45.86,Monaco Grand Prix,2023.0,14.575757575757576,12.212121212121213,,
TSU,86.04638157894736,1:26.046,1.0,9.0,15.0,25.07,39.26,45.86,Monaco Grand Prix,2023.0,13.21875,13.09375,,
VER,83.74333333333333,1:23.743,1.0,1.0,1.0,25.07,39.26,45.86,Monaco Grand Prix,2023.0,2.6666666666666665,4.545454545454546,,
ZHO,85.76405194805196,1:25.764,2.0,19.0,13.0,25.07,39.26,45.86,Monaco Grand Prix,2023.0,13.666666666666666,14.833333333333334,,
ALB,81.62535384615384,1:21.625,2.0,18.0,16.0,22.67,33.84,63.08,Spanish Grand Prix,2023.0,16.0,14.25,,
ALO,80.94040909090909,1:20.940,2.0,9.0,7.0,22.67,33.84,63.08,Spanish Grand Prix,2023.0,10.06060606060606,10.181818181818182,,
BOT,81.96743076923076,1:21.967,2.0,16.0,19.0,22.67,33.84,63.08,Spanish Grand Prix,2023.0,5.96969696969697,8.696969696969697,,
GAS,81.0828787878788,1:21.082,2.0,4.0,10.0,22.67,33.84,63.08,Spanish Grand Prix,2023.0,8.575757575757576,11.242424242424242,,
HAM,80.33378787878787,1:20.333,2.0,5.0,2.0,22.67,33.84,63.08,Spanish Grand Prix,2023.0,3.9696969696969697,4.181818181818182,,
HUL,81.46518461538462,1:21.465,3.0,8.0,15.0,22.67,33.84,63.08,Spanish Grand Prix,2023.0,17.5,14.5,,
LEC,81.09634848484849,1:21.096,3.0,19.0,11.0,22.67,33.84,63.08,Spanish Grand Prix,2023.0,5.242424242424242,6.909090909090909,,
MAG,81.78492307692308,1:21.784,3.0,17.0,18.0,22.67,33.84,63.08,Spanish Grand Prix,2023.0,12.166666666666666,12.75,,
NOR,81.66661538461538,1:21.666,3.0,3.0,17.0,22.67,33.84,63.08,Spanish Grand Prix,2023.0,7.363636363636363,7.575757575757576,,
OCO,81.01790909090909,1:21.017,2.0,7.0,8.0,22.67,33.84,63.08,Spanish Grand Prix,2023.0,11.757575757575758,10.818181818181818,,
PER,80.51139393939394,1:20.511,2.0,11.0,4.0,22.67,33.84,63.08,Spanish Grand Prix,2023.0,5.7272727272727275,6.0606060606060606,,
RUS,80.4595303030303,1:20.459,2.0,12.0,3.0,22.67,33.84,63.08,Spanish Grand Prix,2023.0,10.636363636363637,10.909090909090908,,
SAI,80.66118181818182,1:20.661,2.0,2.0,5.0,22.67,33.84,63.08,Spanish Grand Prix,2023.0,6.2727272727272725,7.181818181818182,,
STR,80.92818181818183,1:20.928,2.0,6.0,6.0,22.67,33.84,63.08,Spanish Grand Prix,2023.0,14.575757575757576,12.212121212121213,,
TSU,81.03569696969697,1:21.035,2.0,15.0,12.0,22.67,33.84,63.08,Spanish Grand Prix,2023.0,13.21875,13.09375,,
VER,79.96878787878788,1:19.968,2.0,1.0,1.0,22.67,33.84,63.08,Spanish Grand Prix,2023.0,2.6666666666666665,4.545454545454546,,
ZHO,81.05784848484849,1:21.057,2.0,13.0,9.0,22.67,33.84,63.08,Spanish Grand Prix,2023.0,13.666666666666666,14.833333333333334,,
ALB,81.41658571428572,1:21.416,1.0,10.0,7.0,18.53,30.59,63.9,Canadian Grand Prix,2023.0,16.0,14.25,,
ALO,80.68454285714286,1:20.684,2.0,3.0,2.0,18.53,30.59,63.9,Canadian Grand Prix,2023.0,10.06060606060606,10.181818181818182,,
BOT,81.46828571428571,1:21.468,1.0,15.0,10.0,18.53,30.59,63.9,Canadian Grand Prix,2023.0,5.96969696969697,8.696969696969697,,
GAS,81.47995714285715,1:21.479,2.0,17.0,12.0,18.53,30.59,63.9,Canadian Grand Prix,2023.0,8.575757575757576,11.242424242424242,,
HAM,80.75022857142856,1:20.750,2.0,4.0,3.0,18.53,30.59,63.9,Canadian Grand Prix,2023.0,3.9696969696969697,4.181818181818182,,
HUL,81.96073913043479,1:21.960,2.0,2.0,15.0,18.53,30.59,63.9,Canadian Grand Prix,2023.0,17.5,14.5,,
LEC,80.81422857142857,1:20.814,1.0,11.0,4.0,18.53,30.59,63.9,Canadian Grand Prix,2023.0,5.242424242424242,6.909090909090909,,
MAG,82.7334347826087,1:22.733,2.0,14.0,17.0,18.53,30.59,63.9,Canadian Grand Prix,2023.0,12.166666666666666,12.75,,
NOR,81.45301428571429,1:21.453,2.0,7.0,13.0,18.53,30.59,63.9,Canadian Grand Prix,2023.0,7.363636363636363,7.575757575757576,,
OCO,81.42914285714285,1:21.429,2.0,6.0,8.0,18.53,30.59,63.9,Canadian Grand Prix,2023.0,11.757575757575758,10.818181818181818,,
PER,81.27680000000001,1:21.276,2.0,12.0,6.0,18.53,30.59,63.9,Canadian Grand Prix,2023.0,5.7272727272727275,6.0606060606060606,,
RUS,80.17984615384616,1:20.179,1.0,5.0,19.0,18.53,30.59,63.9,Canadian Grand Prix,2023.0,10.636363636363637,10.909090909090908,,
SAI,80.85554285714285,1:20.855,1.0,8.0,5.0,18.53,30.59,63.9,Canadian Grand Prix,2023.0,6.2727272727272725,7.181818181818182,,
STR,81.46785714285714,1:21.467,2.0,13.0,9.0,18.53,30.59,63.9,Canadian Grand Prix,2023.0,14.575757575757576,12.212121212121213,,
TSU,81.59672857142857,1:21.596,2.0,16.0,14.0,18.53,30.59,63.9,Canadian Grand Prix,2023.0,13.21875,13.09375,,
VER,80.54782857142857,1:20.547,2.0,1.0,1.0,18.53,30.59,63.9,Canadian Grand Prix,2023.0,2.6666666666666665,4.545454545454546,,
ZHO,81.96702898550726,1:21.967,2.0,20.0,16.0,18.53,30.59,63.9,Canadian Grand Prix,2023.0,13.666666666666666,14.833333333333334,,
ALB,73.28695774647888,1:13.286,3.0,10.0,11.0,22.4,32.05,52.05,Austrian Grand Prix,2023.0,16.0,14.25,,
ALO,72.73132394366198,1:12.731,3.0,7.0,5.0,22.4,32.05,52.05,Austrian Grand Prix,2023.0,10.06060606060606,10.181818181818182,,
BOT,73.94834285714286,1:13.948,3.0,14.0,15.0,22.4,32.05,52.05,Austrian Grand Prix,2023.0,5.96969696969697,8.696969696969697,,
GAS,73.11653521126762,1:13.116,3.0,9.0,10.0,22.4,32.05,52.05,Austrian Grand Prix,2023.0,8.575757575757576,11.242424242424242,,
HAM,72.85638028169014,1:12.856,3.0,5.0,8.0,22.4,32.05,52.05,Austrian Grand Prix,2023.0,3.9696969696969697,4.181818181818182,,
HUL,82.04791666666667,1:22.047,2.0,8.0,20.0,22.4,32.05,52.05,Austrian Grand Prix,2023.0,17.5,14.5,,
LEC,72.37692957746478,1:12.376,3.0,2.0,2.0,22.4,32.05,52.05,Austrian Grand Prix,2023.0,5.242424242424242,6.909090909090909,,
MAG,74.02,1:14.019,4.0,19.0,18.0,22.4,32.05,52.05,Austrian Grand Prix,2023.0,12.166666666666666,12.75,,
NOR,72.67512676056339,1:12.675,3.0,4.0,4.0,22.4,32.05,52.05,Austrian Grand Prix,2023.0,7.363636363636363,7.575757575757576,,
OCO,73.51067142857143,1:13.510,3.0,12.0,14.0,22.4,32.05,52.05,Austrian Grand Prix,2023.0,11.757575757575758,10.818181818181818,,
PER,72.54640845070422,1:12.546,3.0,15.0,3.0,22.4,32.05,52.05,Austrian Grand Prix,2023.0,5.7272727272727275,6.0606060606060606,,
RUS,72.98605633802818,1:12.986,3.0,11.0,7.0,22.4,32.05,52.05,Austrian Grand Prix,2023.0,10.636363636363637,10.909090909090908,,
SAI,72.60540845070423,1:12.605,3.0,3.0,6.0,22.4,32.05,52.05,Austrian Grand Prix,2023.0,6.2727272727272725,7.181818181818182,,
STR,73.13591549295774,1:13.135,4.0,6.0,9.0,22.4,32.05,52.05,Austrian Grand Prix,2023.0,14.575757575757576,12.212121212121213,,
TSU,73.9782857142857,1:13.978,4.0,16.0,19.0,22.4,32.05,52.05,Austrian Grand Prix,2023.0,13.21875,13.09375,,
VER,72.30432394366197,1:12.304,4.0,1.0,1.0,22.4,32.05,52.05,Austrian Grand Prix,2023.0,2.6666666666666665,4.545454545454546,,
ZHO,73.68914285714285,1:13.689,3.0,17.0,12.0,22.4,32.05,52.05,Austrian Grand Prix,2023.0,13.666666666666666,14.833333333333334,,
ALB,98.74646153846152,1:38.746,1.0,8.0,8.0,21.47,30.94,56.19,British Grand Prix,2023.0,16.0,14.25,,
ALO,98.73328846153846,1:38.733,1.0,9.0,7.0,21.47,30.94,56.19,British Grand Prix,2023.0,10.06060606060606,10.181818181818182,,
BOT,98.89938461538462,1:38.899,1.0,15.0,12.0,21.47,30.94,56.19,British Grand Prix,2023.0,5.96969696969697,8.696969696969697,,
GAS,99.99128888888887,1:39.991,1.0,10.0,18.0,21.47,30.94,56.19,British Grand Prix,2023.0,8.575757575757576,11.242424242424242,,
HAM,97.4896862745098,1:37.489,1.0,7.0,3.0,21.47,30.94,56.19,British Grand Prix,2023.0,3.9696969696969697,4.181818181818182,,
HUL,98.91540384615384,1:38.915,2.0,11.0,13.0,21.47,30.94,56.19,British Grand Prix,2023.0,17.5,14.5,,
LEC,98.7620576923077,1:38.762,2.0,4.0,9.0,21.47,30.94,56.19,British Grand Prix,2023.0,5.242424242424242,6.909090909090909,,
NOR,97.16343137254904,1:37.163,1.0,2.0,2.0,21.47,30.94,56.19,British Grand Prix,2023.0,7.363636363636363,7.575757575757576,,
PER,98.6503846153846,1:38.650,1.0,15.0,6.0,21.47,30.94,56.19,British Grand Prix,2023.0,5.7272727272727275,6.0606060606060606,,
RUS,98.61815384615385,1:38.618,1.0,6.0,5.0,21.47,30.94,56.19,British Grand Prix,2023.0,10.636363636363637,10.909090909090908,,
SAI,98.77665384615383,1:38.776,1.0,5.0,10.0,21.47,30.94,56.19,British Grand Prix,2023.0,6.2727272727272725,7.181818181818182,,
STR,98.83501923076923,1:38.835,1.0,12.0,14.0,21.47,30.94,56.19,British Grand Prix,2023.0,14.575757575757576,12.212121212121213,,
TSU,99.00313461538462,1:39.003,2.0,16.0,16.0,21.47,30.94,56.19,British Grand Prix,2023.0,13.21875,13.09375,,
VER,96.8326862745098,1:36.832,1.0,1.0,1.0,21.47,30.94,56.19,British Grand Prix,2023.0,2.6666666666666665,4.545454545454546,,
ZHO,98.97611538461538,1:38.976,3.0,17.0,15.0,21.47,30.94,56.19,British Grand Prix,2023.0,13.666666666666666,14.833333333333334,,
ALB,85.76407246376812,1:25.764,2.0,16.0,11.0,28.81,48.58,32.8,Hungarian Grand Prix,2023.0,16.0,14.25,,
ALO,85.2049,1:25.204,2.0,8.0,9.0,28.81,48.58,32.8,Hungarian Grand Prix,2023.0,10.06060606060606,10.181818181818182,,
BOT,85.77844927536232,1:25.778,2.0,7.0,12.0,28.81,48.58,32.8,Hungarian Grand Prix,2023.0,5.96969696969697,8.696969696969697,,
HAM,84.6824,1:24.682,2.0,1.0,4.0,28.81,48.58,32.8,Hungarian Grand Prix,2023.0,3.9696969696969697,4.181818181818182,,
HUL,86.08597101449276,1:26.085,2.0,10.0,14.0,28.81,48.58,32.8,Hungarian Grand Prix,2023.0,17.5,14.5,,
LEC,85.05644285714286,1:25.056,2.0,6.0,7.0,28.81,48.58,32.8,Hungarian Grand Prix,2023.0,5.242424242424242,6.909090909090909,,
MAG,86.53601449275362,1:26.536,2.0,19.0,17.0,28.81,48.58,32.8,Hungarian Grand Prix,2023.0,12.166666666666666,12.75,,
NOR,84.60521428571428,1:24.605,2.0,3.0,2.0,28.81,48.58,32.8,Hungarian Grand Prix,2023.0,7.363636363636363,7.575757575757576,,
PER,84.66052857142857,1:24.660,2.0,9.0,3.0,28.81,48.58,32.8,Hungarian Grand Prix,2023.0,5.7272727272727275,6.0606060606060606,,
RIC,85.86798550724637,1:25.867,2.0,13.0,13.0,28.81,48.58,32.8,Hungarian Grand Prix,2023.0,10.424242424242424,10.030303030303031,,
RUS,85.0637,1:25.063,2.0,18.0,6.0,28.81,48.58,32.8,Hungarian Grand Prix,2023.0,10.636363636363637,10.909090909090908,,
SAI,85.13867142857143,1:25.138,2.0,11.0,8.0,28.81,48.58,32.8,Hungarian Grand Prix,2023.0,6.2727272727272725,7.181818181818182,,
STR,85.55433333333333,1:25.554,2.0,14.0,10.0,28.81,48.58,32.8,Hungarian Grand Prix,2023.0,14.575757575757576,12.212121212121213,,
TSU,86.08952173913043,1:26.089,2.0,17.0,15.0,28.81,48.58,32.8,Hungarian Grand Prix,2023.0,13.21875,13.09375,,
VER,84.12334285714286,1:24.123,2.0,2.0,1.0,28.81,48.58,32.8,Hungarian Grand Prix,2023.0,2.6666666666666665,4.545454545454546,,
ZHO,86.21920289855072,1:26.219,2.0,5.0,16.0,28.81,48.58,32.8,Hungarian Grand Prix,2023.0,13.666666666666666,14.833333333333334,,
ALB,114.69622727272728,1:54.696,3.0,16.0,14.0,17.87,28.24,61.93,Belgian Grand Prix,2023.0,16.0,14.25,,
ALO,113.78713636363636,1:53.787,2.0,9.0,5.0,17.87,28.24,61.93,Belgian Grand Prix,2023.0,10.06060606060606,10.181818181818182,,
BOT,114.44638636363636,1:54.446,2.0,14.0,12.0,17.87,28.24,61.93,Belgian Grand Prix,2023.0,5.96969696969697,8.696969696969697,,
GAS,114.3985,1:54.398,1.0,12.0,11.0,17.87,28.24,61.93,Belgian Grand Prix,2023.0,8.575757575757576,11.242424242424242,,
HAM,113.63911363636365,1:53.639,3.0,4.0,4.0,17.87,28.24,61.93,Belgian Grand Prix,2023.0,3.9696969696969697,4.181818181818182,,
HUL,115.02045454545454,1:55.020,3.0,20.0,18.0,17.87,28.24,61.93,Belgian Grand Prix,2023.0,17.5,14.5,,
LEC,113.24338636363636,1:53.243,2.0,2.0,3.0,17.87,28.24,61.93,Belgian Grand Prix,2023.0,5.242424242424242,6.909090909090909,,
MAG,114.82281818181818,1:54.822,2.0,13.0,15.0,17.87,28.24,61.93,Belgian Grand Prix,2023.0,12.166666666666666,12.75,,
NOR,114.18565909090908,1:54.185,2.0,7.0,7.0,17.87,28.24,61.93,Belgian Grand Prix,2023.0,7.363636363636363,7.575757575757576,,
OCO,114.20838636363636,1:54.208,2.0,15.0,8.0,17.87,28.24,61.93,Belgian Grand Prix,2023.0,11.757575757575758,10.818181818181818,,
PER,113.01715909090908,1:53.017,2.0,3.0,2.0,17.87,28.24,61.93,Belgian Grand Prix,2023.0,5.7272727272727275,6.0606060606060606,,
RIC,114.85275,1:54.852,2.0,19.0,16.0,17.87,28.24,61.93,Belgian Grand Prix,2023.0,10.424242424242424,10.030303030303031,,
RUS,113.94434090909093,1:53.944,1.0,8.0,6.0,17.87,28.24,61.93,Belgian Grand Prix,2023.0,10.636363636363637,10.909090909090908,,
SAI,117.12369565217392,1:57.123,1.0,5.0,19.0,17.87,28.24,61.93,Belgian Grand Prix,2023.0,6.2727272727272725,7.181818181818182,,
STR,114.31340909090908,1:54.313,1.0,10.0,9.0,17.87,28.24,61.93,Belgian Grand Prix,2023.0,14.575757575757576,12.212121212121213,,
TSU,114.33343181818182,1:54.333,2.0,11.0,10.0,17.87,28.24,61.93,Belgian Grand Prix,2023.0,13.21875,13.09375,,
VER,112.51022727272726,1:52.510,2.0,1.0,1.0,17.87,28.24,61.93,Belgian Grand Prix,2023.0,2.6666666666666665,4.545454545454546,,
ZHO,114.6793409090909,1:54.679,2.0,17.0,13.0,17.87,28.24,61.93,Belgian Grand Prix,2023.0,13.666666666666666,14.833333333333334,,
ALB,84.98851428571429,1:24.988,4.0,4.0,8.0,16.79,24.94,70.78,Dutch Grand Prix,2023.0,16.0,14.25,,
ALO,85.24677464788732,1:25.246,5.0,5.0,2.0,16.79,24.94,70.78,Dutch Grand Prix,2023.0,10.06060606060606,10.181818181818182,,
